,Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Actors,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Boxoffice,Release Date,Summary,IMDb Votes
13614,Nobody Knows,Drama,"Japanese Films,Dramas,International Dramas,International Movies",Japanese,Movie,4.4,South Korea,> 2 hrs,Hirokazu Koreeda,"Yûya Yagira, Ayu Kitaura, Momoko Shimizu, Hiei Kimura",8.1,93.0,88.0,13.0,"$684,118",21 Oct 2004,This touching film follows the lives of 12-year-old Akira and his three younger siblings after their mother abandons them in a tiny Tokyo apartment.,25094.0
13617,Darkness,Horror,"Horror Films,Supernatural Horror Films,Teen Screams,Chilling Horror Movies",English,Movie,1.2,Spain,1-2 hour,Jaume Balagueró,"Giancarlo Giannini, Anna Paquin, Lena Olin, Iain Glen",5.5,4.0,15.0,2.0,"$22,163,442",25 Dec 2004,"Regina and her parents have moved into a house in the country, but the homes dark past begins to haunt them and the entire family is put into peril.",18826.0
13621,Concussion,Drama,"Independent Dramas,Dramas,Romantic Dramas,Steamy Romantic Films,Independent Films,Romantic Independent Films,Gay & Lesbian Films,Gay & Lesbian Dramas,Romantic Films,Critically-acclaimed Independent Movies,Critically Acclaimed Films,Critically Acclaimed Dramas",English,Movie,5.7,Australia,1-2 hour,Stacie Passon,"Robin Weigert, Maren Shapero, Micah Shapero, Julie Fain Lawrence",5.7,75.0,56.0,4.0,"$42,606",05 Dec 2013,"A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker.",4903.0
13622,Cinema Paradiso,"Drama, Romance","Dramas,20th Century Period Pieces,Romantic Dramas,International Dramas,Italian Films,Romantic Favourites,International Movies,Classic Romantic Films,Classic Films,Tearjerkers,Classic Dramas,Romantic Films",Italian,Movie,4.2,Japan,> 2 hrs,Giuseppe Tornatore,"Isa Danieli, Antonella Attili, Leo Gullotta, Enzo Cannavale",8.5,90.0,80.0,25.0,"$12,397,210",23 Feb 1990,"When a Sicilian boy is mesmerized by the movies at his local theater, he befriends a projectionist who tells him to leave home and pursue his dreams.",232070.0
13630,Christmas with the Kranks,"Comedy, Family","Family Features,Slapstick Comedies,Family Comedies,Children & Family Films,Comedies,Films Based on Books","English, Spanish",Movie,1.4,"Belgium,Canada,Netherlands",1-2 hour,Joe Roth,"M. Emmet Walsh, Tim Allen, Jamie Lee Curtis, Dan Aykroyd",5.4,5.0,22.0,3.0,"$73,780,539",24 Nov 2004,When Luther Krank and his wife opt to skip Christmas -- no tree and no rooftop Frosty -- can they handle the fallout from their family and neighbors?,44614.0
13634,Luck by Chance,Drama,"Indian Films,Dramas,Romantic Dramas,International Dramas,Showbiz Dramas,International Movies,Bollywood Films,Romantic Films,Hindi-language Films","Hindi, English",Movie,3.7,"Singapore,France,Russia,Hong Kong,Hungary,Belgium,Germany,Lithuania,Turkey,Greece,South Africa,Iceland,Romania,Argentina,Thailand,Mexico,Czech Republic,India,Slovakia,Canada,United Kingdom,Australia,United States,Brazil,Netherlands,Israel,Italy,Colombia",> 2 hrs,Zoya Akhtar,"Farhan Akhtar, Konkona Sen Sharma, Dimple Kapadia, Rishi Kapoor",7.1,81.0,58.0,6.0,"$356,019",30 Jan 2009,"When Vikram gets tapped to play the male lead in a Bollywood film, he cant believe his luck. But it may ruin his relationship with his girlfriend.",9526.0
13638,Sympathy for Mr. Vengeance,"Crime, Drama, Thriller","Thrillers,International Movies,International Thrillers,Korean Films,Crime Thrillers","Korean, Korean Sign Language",Movie,3.1,South Korea,> 2 hrs,Chan-wook Park,"Ji-Eun Lim, Bae Doona, Shin Ha-kyun, Kang-ho Song",7.6,54.0,56.0,7.0,"$45,289",29 Mar 2002,"Ryu sells a kidney to pay for his sisters operation, but the buyer rips him off, so his girlfriend hatches an alternate plan to raise the money.",62915.0
13642,Days of Being Wild,"Crime, Drama, Romance","Dramas,Romantic Dramas,International Dramas,International Movies,Romantic Favourites,Chinese Films,Romantic Films","Cantonese, Shanghainese, Tagalog, English, Mandarin",Movie,4.4,South Korea,1-2 hour,Kar-Wai Wong,"Maggie Cheung, Andy Lau, Leslie Cheung, Carina Lau",7.6,90.0,96.0,17.0,"$146,310",15 Dec 1990,"After learning that the woman who raised him is not his mother, a young man acts out by manipulating two women: a quiet lass and a glamorous showgirl.",18295.0
13643,The Berlin File,"Action, Thriller","Asian Action Films,International Movies,Action Thrillers,Korean Films,International Action & Adventure,Spy Action & Adventure,Action & Adventure","Korean, English, German",Movie,4.4,South Korea,> 2 hrs,Seung-wan Ryoo,"Jung-woo Ha, Seung-bum Ryoo, Suk-kyu Han, Jun Ji-Hyun",6.6,43.0,54.0,10.0,"$665,210",15 Feb 2013,"When an illicit arms deal goes bad, North Korean spy Pyo Jong-seong finds himself targeted not just by the South Koreans but also his own bosses.",6595.0
13645,The Babadook,"Drama, Horror, Mystery, Thriller","Horror Films,Thrillers,Independent Films,Supernatural Horror Films,Australian Films,Supernatural Thrillers,Psychological Thrillers,Independent Thrillers,Psychological Horror Movies,Cult Horror Movies,Chilling Horror Movies",English,Movie,4.2,"Australia,Spain",1-2 hour,Jennifer Kent,"Noah Wiseman, Essie Davis, Hayley McElhinney, Daniel Henshall",6.8,98.0,86.0,55.0,"$964,413",28 Nov 2014,"Sams frequent tantrums turn sinister when a creepy childrens book mysteriously appears in his room, and he asks his mother, Do you want to die?",197502.0
13646,The Barbarian Invasions,"Comedy, Crime, Drama, Mystery, Romance","Independent Dramas,Dramas,Independent Films,Canadian Films","French, English",Movie,3.8,France,1-2 hour,Denys Arcand,"Rémy Girard, Marie-Josée Croze, Marina Hands, Stéphane Rousseau",7.6,81.0,70.0,50.0,"$8,544,975",05 Mar 2004,"When middle-aged divorcé Rémy is hospitalized with terminal cancer, his estranged son returns home to make amends and help Rémy fight the illness.",28331.0
13651,The Awakening,"Horror, Thriller","Horror Films,Thrillers,Supernatural Horror Films,British Films,Supernatural Thrillers","English, French",Movie,3.0,Italy,1-2 hour,Nick Murphy,"Imelda Staunton, Dominic West, Isaac Hempstead Wright, Rebecca Hall",6.5,62.0,53.0,4.0,"$209,696",11 Nov 2011,"A haunted boarding school calls on Florence Cathcart, who disproves hoaxes for a living. But the strange place leads Cathcart to question rationality.",63368.0
13673,Yves Saint Laurent,"Biography, Drama","Dramas,International Dramas,International Movies,Dramas based on a book,French Films,Biographical Dramas,Dramas based on real life","French, English, Russian, Arabic, Japanese",Movie,2.6,"Japan,South Korea",1-2 hour,Jalil Lespert,"Pierre Niney, Charlotte Le Bon, Laura Smet, Guillaume Gallienne",6.3,44.0,51.0,2.0,"$723,593",08 Jan 2014,"Yves Saint Laurent becomes head designer at French fashion house Christian Dior, suffers a breakdown and meets his future life and business partner.",11280.0
13681,Waynes World,"Comedy, Music","Cult Comedies,Hard Rock & Heavy Metal,Comedies,Late Night Comedies,Rock & Pop,Cult Films,Buddy Comedies,Comedy Blockbusters,US Movies,Music & Musicals","English, Cantonese",Movie,3.5,"South Korea,Lithuania,Belgium,Netherlands",1-2 hour,Penelope Spheeris,"Dana Carvey, Tia Carrere, Mike Myers, Rob Lowe",7.0,84.0,57.0,4.0,"$121,697,323",14 Feb 1992,"In this SNL spinoff, goofy rockers Wayne and Garth host a no-budget cable access show that attracts the attention of a television producer.",144646.0
13683,World War Z,"Action, Adventure, Horror, Sci-Fi","Horror Films,Action Thrillers,Zombie Horror Films,Action & Adventure,Sci-Fi Thrillers,Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Films Based on Books,Blockbuster Action & Adventure,US Movies,Action Movies,Sci-Fi,Sci-Fi Horror Movies","English, Spanish, Hebrew, Arabic",Movie,3.3,"Romania,Portugal,Hungary,Hong Kong,Belgium,Iceland,Switzerland,Japan,South Korea,Thailand,Brazil,Czech Republic,Spain,Germany,South Africa,Italy,Poland,Singapore,India,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Mexico,Colombia",1-2 hour,Marc Forster,"Brad Pitt, Daniella Kertesz, Mireille Enos, James Badge Dale",7.0,66.0,63.0,3.0,"$202,359,711",21 Jun 2013,A U.N. employee races against time and fate as he travels the world trying to stop the spread of a deadly zombie pandemic.,602843.0
13686,Lady Vengeance,"Crime, Drama, Thriller","Thrillers,International Movies,International Thrillers,Korean Films,Crime Thrillers","Korean, English, Japanese",Movie,3.8,South Korea,1-2 hour,Chan-wook Park,"Hye-Sook Go, Bok-hwa Baek, Jeong-nam Choi, Nam-mi Kang",7.6,76.0,75.0,12.0,"$211,667",29 Jul 2005,The final installment of director Chan Wook Parks revenge trilogy chronicles the efforts of Lee Geum-ja to track down the man who betrayed her.,72188.0
13687,A Room with a View,"Drama, Romance","Dramas,20th Century Period Pieces,Romantic Dramas,Dramas based on a book,Dramas based on classic literature,British Films,Romantic Films","English, Italian",Movie,4.3,Sweden,1-2 hour,James Ivory,"Maggie Smith, Helena Bonham Carter, Julian Sands, Denholm Elliott",7.3,100.0,83.0,25.0,"$20,966,644",11 Apr 1986,"In this adaptation of E.M. Forsters novel, Lucy travels to Florence with her chaperone in tow. There, she falls for a fellow countrymans moody son.",39849.0
13689,Velvet Goldmine,"Drama, Music","Independent Dramas,Dramas,20th Century Period Pieces,Romantic Dramas,Independent Films,Romantic Independent Films,Showbiz Dramas,Gay & Lesbian Films,Romantic Gay & Lesbian Films,Gay & Lesbian Dramas,Romantic Films","English, French",Movie,3.2,South Korea,> 2 hrs,Todd Haynes,"Jonathan Rhys Meyers, Toni Collette, Ewan McGregor, Christian Bale",7.0,58.0,65.0,4.0,"$1,053,788",23 Oct 1998,"A decade after a British glam-rocker fakes his assassination and disappears, a tabloid journalist is dispatched to deconstruct the stars legend.",33857.0
13695,The Last Kiss,"Comedy, Drama, Romance","Dramas,Romantic Dramas,International Dramas,Italian Films,International Movies,Romantic Films",Italian,Movie,4.4,Italy,1-2 hour,Gabriele Muccino,"Stefano Accorsi, Stefania Sandrelli, Claudio Santamaria, Giovanna Mezzogiorno",6.9,73.0,65.0,16.0,"$1,048,950",02 Feb 2001,"As Carlo prepares for fatherhood, he grapples with settling down. And hes in good company: His close friends also are struggling with love and life.",8004.0
13704,Sabrina,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favorites,US Movies","English, French",Movie,3.1,"Hong Kong,Thailand,Singapore,Malaysia",> 2 hrs,Sydney Pollack,"Nancy Marchand, Julia Ormond, Greg Kinnear, Harrison Ford",6.3,65.0,56.0,2.0,"$53,672,080",15 Dec 1995,"When a romance between his brother and the chauffeurs daughter threatens to blow a business deal, an industrialist clears his slate to break them up.",36994.0
13716,Total Recall,"Action, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Action & Adventure,Sci-Fi Thrillers,Films Based on Books,Blockbuster Action & Adventure,Futuristic Sci-Fi,Cyberpunk,Action",English,Movie,3.6,"Spain,Switzerland,United States,Turkey,Netherlands,Italy,South Africa,Portugal",1-2 hour,Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox",7.5,82.0,57.0,7.0,"$119,412,921",01 Jun 1990,Paul Verhoevens violent sci-fi adventure follows a construction worker who discovers a memory chip in his brain during a virtual-reality trip.,303466.0
13720,Rudy,"Biography, Drama, Sport","Dramas,20th Century Period Pieces,Family Features,Football Films,Sports Dramas,Children & Family Films,Films for ages 8 to 10,Biographical Dramas,Tearjerkers,Films for ages 11 to 12,Dramas based on real life,Sports Films,Family Dramas,Films Based on Real Life,US Movies","English, Spanish",Movie,3.7,"Portugal,Switzerland,Lithuania,Iceland,Hungary,Canada,Czech Republic,Spain,Germany,Poland,Slovakia,Romania,Israel",1-2 hour,David Anspaugh,"Sean Astin, Ned Beatty, Jon Favreau, Greta Lind",7.5,78.0,71.0,2.0,"$22,881,563",22 Oct 1993,"Scrawny Rudy dreams of playing football at Notre Dame. Undaunted, Rudy works assisting the groundskeeper and joins the schools practice squad.",57093.0
13737,Open Water,"Adventure, Drama, Horror, Thriller","Thrillers,Independent Films,Independent Thrillers,Psychological Thrillers",English,Movie,3.2,"Israel,United Kingdom",1-2 hour,Chris Kentis,"Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson",5.7,71.0,63.0,2.0,"$30,610,863",20 Aug 2004,A vacationing couple on a scuba diving expedition accidentally gets left behind and is stranded for endless hours in shark-infested waters.,51074.0
13739,Oculus,"Horror, Mystery","Horror Films,Thrillers,Supernatural Horror Films,Psychological Thrillers,Supernatural Thrillers,Psychological Horror Movies,Independent Movies",English,Movie,3.3,"Romania,Hungary,India,South Korea",1-2 hour,Mike Flanagan,"Brenton Thwaites, Rory Cochrane, Katee Sackhoff, Karen Gillan",6.5,74.0,61.0,3.0,"$27,695,246",11 Apr 2014,"Now young adults, sibs Tim and Kaylie are still trying to recover from -- and get to the bottom of -- their parents deaths more than a decade ago.",117814.0
13742,New World,"Action, Crime, Drama, Thriller","Gangster Films,Asian Action Films,International Movies,Action Thrillers,Korean Films,International Action & Adventure,Action & Adventure,Crime Action & Adventure","Korean, Mandarin",Movie,3.3,South Korea,> 2 hrs,Hoon-jung Park,"Hwang Jung-min, Choi Min-sik, Lee Jung-jae, Park Sung-Woong",7.6,63.0,58.0,8.0,"$457,806",21 Feb 2013,A conflicted undercover cop is ordered by his possibly corrupt boss to help influence the election of a new leader of Koreas largest crime syndicate.,20577.0
13744,Nell,Drama,"Dramas,Tearjerkers",English,Movie,3.0,United Kingdom,1-2 hour,Michael Apted,"Liam Neeson, Natasha Richardson, Richard Libertini, Jodie Foster",6.5,55.0,60.0,5.0,"$33,683,817",23 Dec 1994,Two doctors are astonished to discover a backwoods North Carolina woman who has formed her own language after being cut off from civilization.,27410.0
13746,Youre Next,"Action, Crime, Horror, Mystery, Thriller","Horror Films,Thrillers,Slasher and Serial Killer Films,Gory Horror Films",English,Movie,3.5,"Switzerland,Germany",1-2 hour,Adam Wingard,"Wendy Glenn, AJ Bowen, Nicholas Tucci, Sharni Vinson",6.6,79.0,66.0,11.0,"$18,494,006",23 Aug 2013,A shy girl goes to her new boyfriends family reunion and must join their bloody fight for survival when a gang of masked hooligans invades the party.,88407.0
13748,Metallica Through the Never,Music,"Music,Hard Rock & Heavy Metal,Rock & Pop,Music & Musicals,Music & Musicals,Music & Concert Documentaries,Music & Concert Documentaries,Concerts,Concerts",English,Movie,3.5,United States,1-2 hour,Nimród Antal,"Kirk Hammett, James Hetfield, Lars Ulrich, Dane DeHaan",7.2,79.0,61.0,1.0,"$3,419,967",04 Oct 2013,"Veteran heavy metal band Metallica is captured live in this spectacular concert film, highlighted by a staged accident involving a crew member.",16670.0
13749,Steel Magnolias,"Comedy, Drama, Romance","Romantic Dramas,Dramas,Romantic Favourites,Modern Classic Movies,Romantic Comedies,Tearjerkers,Comedies,Golden Globe Award-winning Films,Romantic Films,Classic Dramas,Classic Films,Classic Comedies",English,Movie,3.3,"Japan,Russia,Switzerland,Belgium,Germany,Iceland,Israel,Italy,United Kingdom",1-2 hour,Herbert Ross,"Dolly Parton, Shirley MacLaine, Sally Field, Daryl Hannah",7.3,68.0,56.0,2.0,"$84,614,512",22 Nov 1989,"In this bittersweet drama, five tight-knit women congregate at a beauty parlor in a small Louisiana town to laugh, cry and discuss their lives.",47932.0
13754,Mud,Drama,"Independent Dramas,Dramas,Independent Films",English,Movie,4.1,United States,> 2 hrs,Jeff Nichols,"Reese Witherspoon, Tye Sheridan, Jacob Lofland, Matthew McConaughey",7.4,97.0,76.0,15.0,"$21,590,086",10 May 2013,"Two Mississippi teens meet peculiar drifter Mud and get caught up in his web of tall tales about lost love, crimes of passion and bounty hunters.",168907.0
13759,Love Story,"Drama, Romance","Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Tearjerkers,Classic Movies,Golden Globe Award-Winning Films,Romantic Favorites,Classic Dramas,Award-winning Dramas,Classic Romantic Films",English,Movie,3.7,"Iceland,Italy,Sweden,Poland,Greece,Portugal,Czech Republic,South Korea,Hungary,Spain,Turkey",< 30 minutes,Arthur Hiller,"Ali MacGraw, Ryan O'Neal, Ray Milland, John Marley",6.9,67.0,84.0,10.0,"$106,550,690",16 Dec 1970,"Privileged Harvard jock Oliver sparks the anger of his steely, demanding father by falling in love with and marrying a plebeian Radcliffe student.",31237.0
13762,The Last Stand,"Action, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Movies",English,Movie,3.0,"United Kingdom,Canada,Sweden",1-2 hour,Jee-woon Kim,"Arnold Schwarzenegger, Arron Shiver, Richard Dillard, Titos Menchaca",6.3,61.0,54.0,1.0,"$12,050,299",18 Jan 2013,The sheriff of a sleepy border town finds his quiet life interrupted when a drug boss escapes FBI custody and flees straight toward his town.,133396.0
13763,The Longest Yard,"Comedy, Crime, Sport","Football Films,Sports Comedies,Comedies,Late Night Comedies,Sports Films,US Movies",English,Movie,2.4,"Belgium,Spain,Italy,Greece,Sweden,Mexico,Argentina,Brazil,Colombia",1-2 hour,Peter Segal,"Burt Reynolds, Adam Sandler, Nelly, Chris Rock",6.4,31.0,48.0,3.0,"$158,119,460",27 May 2005,"While doing time, a professional quarterback persuades a fellow convict and former coach to prepare a group of inmates for a game against the guards.",163224.0
13765,Leprechaun,"Comedy, Fantasy, Horror","Horror Films,Cult Horror Films,Creature Features,Monster Films,Supernatural Horror Films,Cult Films,Comedies,Horror Comedies",English,Movie,1.4,"Hungary,Czech Republic",1-2 hour,Mark Jones,"Mark Holton, Ken Olandt, Warwick Davis, Jennifer Aniston",4.8,21.0,17.0,1.0,"$8,556,940",08 Jan 1993,A father and daughters move to a new home is anything but lucky when they find that a murderous 600-year-old leprechaun is living in their basement.,23744.0
